Declined	Declination	Number	Gender	Word	Translation	State	End	Case
środków	Genitive	Plural	Masculine	środek	center	Impersonal	-ek	-ek
wynalazków	Genitive	Plural	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłków	Genitive	Plural	Masculine	wysiłek	effort	Impersonal	-ek	-ek
krasnoludkami	Instrumental	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobkami	Instrumental	Plural	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynkami	Instrumental	Plural	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłkami	Instrumental	Plural	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutkami	Instrumental	Plural	Masculine	skutek	result	Impersonal	-ek	-ek
środkami	Instrumental	Plural	Masculine	środek	center	Impersonal	-ek	-ek
wynalazkami	Instrumental	Plural	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłkami	Instrumental	Plural	Masculine	wysiłek	effort	Impersonal	-ek	-ek
krasnoludkach	Locative	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobkach	Locative	Plural	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynkach	Locative	Plural	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłkach	Locative	Plural	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutkach	Locative	Plural	Masculine	skutek	result	Impersonal	-ek	-ek
środkach	Locative	Plural	Masculine	środek	center	Impersonal	-ek	-ek
wynalazkach	Locative	Plural	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłkach	Locative	Plural	Masculine	wysiłek	effort	Impersonal	-ek	-ek
przodkom	Dative	Plural	Masculine	przodek	ancestor	Personal	-ek	-ek
świadkom	Dative	Plural	Masculine	świadek	witness	Personal	-ek	-ek
występkom	Dative	Plural	Masculine	występek	vice	Impersonal	-ek	-ek
zarodkom	Dative	Plural	Masculine	zarodek	embryo	Impersonal	-ek	-ek
przodków	Genitive	Plural	Masculine	przodek	ancestor	Personal	-ek	-ek
świadków	Genitive	Plural	Masculine	świadek	witness	Personal	-ek	-ek
występków	Genitive	Plural	Masculine	występek	vice	Impersonal	-ek	-ek
zarodków	Genitive	Plural	Masculine	zarodek	embryo	Impersonal	-ek	-ek
przodkami	Instrumental	Plural	Masculine	przodek	ancestor	Personal	-ek	-ek
świadkami	Instrumental	Plural	Masculine	świadek	witness	Personal	-ek	-ek
występkami	Instrumental	Plural	Masculine	występek	vice	Impersonal	-ek	-ek
zarodkami	Instrumental	Plural	Masculine	zarodek	embryo	Impersonal	-ek	-ek
świadkach	Locative	Plural	Masculine	świadek	witness	Personal	-ek	-ek
występkach	Locative	Plural	Masculine	występek	vice	Impersonal	-ek	-ek
zarodkach	Locative	Plural	Masculine	zarodek	embryo	Impersonal	-ek	-ek
książętach	Locative	Plural	Masculine	książę	prince		-ę	-Ś
uczniom	Dative	Plural	Masculine	uczeń	pupil	Impersonal	-zeń	-zeń
uczniami	Instrumental	Plural	Masculine	uczeń	pupil	Impersonal	-zeń	-zeń
uczniach	Locative	Plural	Masculine	uczeń	pupil	Impersonal	-zeń	-zeń
uczniów	Genitive	Plural	Masculine	uczeń	pupil	Impersonal	-zeń	Exception
przodach	Locative	Plural	Masculine	przodek	ancestor	Personal	-ek	Exception
idioci	Nominative	Plural	Masculine	idiota	idiot	Personal	-a	P-a
parobków	Accusative	Plural	Masculine	parobek	farmer	Personal	-ek	P: -ek
przodków	Accusative	Plural	Masculine	przodek	ancestor	Personal	-ek	P: -ek
świadków	Accusative	Plural	Masculine	świadek	witness	Personal	-ek	P: -ek
uczniów	Accusative	Plural	Masculine	uczeń	pupil	Personal	-zeń	P: -eń
krasnoludki	Nominative	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	Ᵽ-ek
pojedynki	Nominative	Plural	Masculine	pojedynek	duel	Impersonal	-ek	Ᵽ-ek
pyłki	Nominative	Plural	Masculine	pyłek	pollen	Impersonal	-ek	Ᵽ-ek
skutki	Nominative	Plural	Masculine	skutek	result	Impersonal	-ek	Ᵽ-ek
środki	Nominative	Plural	Masculine	środek	center	Impersonal	-ek	Ᵽ-ek
wynalazki	Nominative	Plural	Masculine	wynalazek	invention	Impersonal	-ek	Ᵽ-ek
wysiłki	Nominative	Plural	Masculine	wysiłek	effort	Impersonal	-ek	Ᵽ-ek
występki	Nominative	Plural	Masculine	występek	vice	Impersonal	-ek	Ᵽ-ek
zarodki	Nominative	Plural	Masculine	zarodek	embryo	Impersonal	-ek	Ᵽ-ek
krasnoludki	Accusative	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	Ᵽ: -ek
pojedynki	Accusative	Plural	Masculine	pojedynek	duel	Impersonal	-ek	Ᵽ: -ek
pyłki	Accusative	Plural	Masculine	pyłek	pollen	Impersonal	-ek	Ᵽ: -ek
skutki	Accusative	Plural	Masculine	skutek	result	Impersonal	-ek	Ᵽ: -ek
środki	Accusative	Plural	Masculine	środek	center	Impersonal	-ek	Ᵽ: -ek
wynalazki	Accusative	Plural	Masculine	wynalazek	invention	Impersonal	-ek	Ᵽ: -ek
wysiłki	Accusative	Plural	Masculine	wysiłek	effort	Impersonal	-ek	Ᵽ: -ek
występki	Accusative	Plural	Masculine	występek	vice	Impersonal	-ek	Ᵽ: -ek
zarodki	Accusative	Plural	Masculine	zarodek	embryo	Impersonal	-ek	Ᵽ: -ek
parobkowie	Nominative	Plural	Masculine	parobek	farmer	Personal	-ek	α-ek (job)
przodkowie	Nominative	Plural	Masculine	przodek	ancestor	Personal	-ek	α-ek (relation)
świadkowie	Nominative	Plural	Masculine	świadek	witness	Personal	-ek	α-ek (status)
uczniowie	Nominative	Plural	Masculine	uczeń	pupil	Personal	-zeń	α-eń (status)
jaskiniowcem	Instrumental	Singular	Masculine	jaskiniowiec	caveman	Personal	-iec	-ec
naukowcem	Instrumental	Singular	Masculine	naukowiec	scientist	Personal	-iec	-ec
samcem	Instrumental	Singular	Masculine	samiec	male	Impersonal	-iec	-ec
szaleńcem	Instrumental	Singular	Masculine	szaleniec	madman	Personal	-iec	-ec
jaskiniowcowi	Dative	Singular	Masculine	jaskiniowiec	caveman	Personal	-iec	-iec
naukowcowi	Dative	Singular	Masculine	naukowiec	scientist	Personal	-iec	-iec
samcowi	Dative	Singular	Masculine	samiec	male	Impersonal	-iec	-iec
szaleńcowi	Dative	Singular	Masculine	szaleniec	madman	Personal	-iec	-iec
jaskiniowcu	Locative	Singular	Masculine	jaskiniowiec	caveman	Personal	-iec	-iec
naukowcu	Locative	Singular	Masculine	naukowiec	scientist	Personal	-iec	-iec
samcu	Locative	Singular	Masculine	samiec	male	Impersonal	-iec	-iec
szaleńcu	Locative	Singular	Masculine	szaleniec	madman	Personal	-iec	-iec
jaskiniowca	Accusative	Singular	Masculine	jaskiniowiec	caveman	Personal	-iec	A-*ec
naukowca	Accusative	Singular	Masculine	naukowiec	scientist	Personal	-iec	A-*ec
samca	Accusative	Singular	Masculine	samiec	male	Impersonal	-iec	A-*ec
szaleńca	Accusative	Singular	Masculine	szaleniec	madman	Personal	-iec	A-*ec
jaskiniowca	Genitive	Singular	Masculine	jaskiniowiec	caveman	Personal	-iec	A-*ec
naukowca	Genitive	Singular	Masculine	naukowiec	scientist	Personal	-iec	A-*ec
samca	Genitive	Singular	Masculine	samiec	male	Impersonal	-iec	A-*ec
szaleńca	Genitive	Singular	Masculine	szaleniec	madman	Personal	-iec	A-*ec
jaskiniowców	Genitive	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	-*ec
naukowców	Genitive	Plural	Masculine	naukowiec	scientist	Personal	-iec	-*ec
samców	Genitive	Plural	Masculine	samiec	male	Impersonal	-iec	-*ec
szaleńców	Genitive	Plural	Masculine	szaleniec	madman	Personal	-iec	-*ec
jaskiniowcom	Dative	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	-iec
naukowcom	Dative	Plural	Masculine	naukowiec	scientist	Personal	-iec	-iec
samcom	Dative	Plural	Masculine	samiec	male	Impersonal	-iec	-iec
szaleńcom	Dative	Plural	Masculine	szaleniec	madman	Personal	-iec	-iec
jaskiniowcami	Instrumental	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	-iec
naukowcami	Instrumental	Plural	Masculine	naukowiec	scientist	Personal	-iec	-iec
samcami	Instrumental	Plural	Masculine	samiec	male	Impersonal	-iec	-iec
szaleńcami	Instrumental	Plural	Masculine	szaleniec	madman	Personal	-iec	-iec
jaskiniowcach	Locative	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	-iec
naukowcach	Locative	Plural	Masculine	naukowiec	scientist	Personal	-iec	-iec
samcach	Locative	Plural	Masculine	samiec	male	Impersonal	-iec	-iec
szaleńcach	Locative	Plural	Masculine	szaleniec	madman	Personal	-iec	-iec
jaskiniowcy	Nominative	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	P-*ec
naukowcy	Nominative	Plural	Masculine	naukowiec	scientist	Personal	-iec	P-*ec
szaleńcy	Nominative	Plural	Masculine	szaleniec	madman	Personal	-iec	P-*ec
jaskiniowców	Accusative	Plural	Masculine	jaskiniowiec	caveman	Personal	-iec	P: -*ec
naukowców	Accusative	Plural	Masculine	naukowiec	scientist	Personal	-iec	P: -*ec
szaleńców	Accusative	Plural	Masculine	szaleniec	madman	Personal	-iec	P: -*ec
samce	Nominative	Plural	Masculine	samiec	male	Impersonal	-iec	Ᵽ-*ec
samce	Accusative	Plural	Masculine	samiec	male	Impersonal	-iec	Ᵽ: -*ec
próbę	Accusative	Singular	Feminine	próba	test	Impersonal	-a	-a
zmianę	Accusative	Singular	Feminine	zmiana	change	Impersonal	-a	-a
gwiazdę	Accusative	Singular	Feminine	gwiazda	star		-a	-a
agresję	Accusative	Singular	Feminine	agresja	aggression	Impersonal	-a	-a
celę	Accusative	Singular	Feminine	cela	cell	Impersonal	-a	-a
idiotę	Accusative	Singular	Feminine	idiota	idiot	Personal	-a	-a
inwazję	Accusative	Singular	Feminine	inwazja	invasion	Impersonal	-a	-a
magię	Accusative	Singular	Feminine	magia	magic	Impersonal	-a	-a
strategię	Accusative	Singular	Feminine	strategia	strategy	Impersonal	-a	-a
zbrodnię	Accusative	Singular	Feminine	zbrodnia	crime	Impersonal	-a	-a
anarchię	Accusative	Singular	Feminine	anarchia	anarchy		-a	-a
anomalię	Accusative	Singular	Feminine	anomalia	anomaly	Impersonal	-a	-a
aplikację	Accusative	Singular	Feminine	aplikacja	application	Impersonal	-a	-a
fobię	Accusative	Singular	Feminine	fobia	phobia	Impersonal	-a	-a
populację	Accusative	Singular	Feminine	populacja	population	Impersonal	-a	-a
ucztę	Accusative	Singular	Feminine	uczta	feast	Impersonal	-a	-a
cieczy	Dative	Singular	Feminine	ciecz	liquid		-S	-S
cieczy	Genitive	Singular	Feminine	ciecz	liquid		-S	-S
cieczą	Instrumental	Singular	Feminine	ciecz	liquid		-S	-S
cieczy	Locative	Singular	Feminine	ciecz	liquid		-S	-S
prędkości	Dative	Singular	Feminine	prędkość	speed	Personal	-ość	-Ś
prędkości	Genitive	Singular	Feminine	prędkość	speed	Personal	-ość	-Ś
prędkości	Locative	Singular	Feminine	prędkość	speed	Personal	-ość	-Ś
wartości	Dative	Singular	Feminine	wartość	value	Personal	-ość	-Ś
wartości	Genitive	Singular	Feminine	wartość	value	Personal	-ość	-Ś
wartości	Locative	Singular	Feminine	wartość	value	Personal	-ość	-Ś
objętości	Dative	Singular	Feminine	objętość	volume	Personal	-ość	-Ś
płatności	Dative	Singular	Feminine	płatność	payment	Personal	-ość	-Ś
słabości	Dative	Singular	Feminine	słabość	weakness		-ość	-Ś
objętości	Genitive	Singular	Feminine	objętość	volume	Personal	-ość	-Ś
płatności	Genitive	Singular	Feminine	płatność	payment	Personal	-ość	-Ś
słabości	Genitive	Singular	Feminine	słabość	weakness		-ość	-Ś
objętości	Locative	Singular	Feminine	objętość	volume	Personal	-ość	-Ś
płatności	Locative	Singular	Feminine	płatność	payment	Personal	-ość	-Ś
słabości	Locative	Singular	Feminine	słabość	weakness		-ość	-Ś
ciemności	Dative	Singular	Feminine	ciemność	darkness		-ość	-Ś
dokładności	Dative	Singular	Feminine	dokładność	accuracy		-ość	-Ś
ciemności	Genitive	Singular	Feminine	ciemność	darkness		-ość	-Ś
dokładności	Genitive	Singular	Feminine	dokładność	accuracy		-ość	-Ś
ciemności	Locative	Singular	Feminine	ciemność	darkness		-ość	-Ś
dokładności	Locative	Singular	Feminine	dokładność	accuracy		-ość	-Ś
zbrodni	Dative	Singular	Feminine	zbrodnia	crime	Impersonal	-a	-Śia
zbrodni	Locative	Singular	Feminine	zbrodnia	crime	Impersonal	-a	-Śia
idioty	Genitive	Singular	Masculine	idiota	idiot	Personal	-a	-V: -a
próbie	Dative	Singular	Feminine	próba	test	Impersonal	-a	*
próby	Genitive	Singular	Feminine	próba	test	Impersonal	-a	*
próbą	Instrumental	Singular	Feminine	próba	test	Impersonal	-a	*
próbie	Locative	Singular	Feminine	próba	test	Impersonal	-a	*
zmianie	Dative	Singular	Feminine	zmiana	change	Impersonal	-a	*
zmiany	Genitive	Singular	Feminine	zmiana	change	Impersonal	-a	*
zmianą	Instrumental	Singular	Feminine	zmiana	change	Impersonal	-a	*
zmianie	Locative	Singular	Feminine	zmiana	change	Impersonal	-a	*
gwiazdy	Genitive	Singular	Feminine	gwiazda	star		-a	*
gwiazdą	Instrumental	Singular	Feminine	gwiazda	star		-a	*
prędkość	Accusative	Singular	Feminine	prędkość	speed	Personal	-ość	*
wartość	Accusative	Singular	Feminine	wartość	value	Personal	-ość	*
ciecz	Accusative	Singular	Feminine	ciecz	liquid		-S	*
objętość	Accusative	Singular	Feminine	objętość	volume	Personal	-ość	*
płatność	Accusative	Singular	Feminine	płatność	payment	Personal	-ość	*
słabość	Accusative	Singular	Feminine	słabość	weakness		-ość	*
agresją	Instrumental	Singular	Feminine	agresja	aggression	Impersonal	-a	*
celą	Instrumental	Singular	Feminine	cela	cell	Impersonal	-a	*
idiotą	Instrumental	Singular	Feminine	idiota	idiot	Personal	-a	*
inwazją	Instrumental	Singular	Feminine	inwazja	invasion	Impersonal	-a	*
magią	Instrumental	Singular	Feminine	magia	magic	Impersonal	-a	*
strategią	Instrumental	Singular	Feminine	strategia	strategy	Impersonal	-a	*
zbrodnią	Instrumental	Singular	Feminine	zbrodnia	crime	Impersonal	-a	*
ciemność	Accusative	Singular	Feminine	ciemność	darkness		-ość	*
dokładność	Accusative	Singular	Feminine	dokładność	accuracy		-ość	*
uczty	Genitive	Singular	Feminine	uczta	feast	Impersonal	-a	*
anarchią	Instrumental	Singular	Feminine	anarchia	anarchy		-a	*
anomalią	Instrumental	Singular	Feminine	anomalia	anomaly	Impersonal	-a	*
aplikacją	Instrumental	Singular	Feminine	aplikacja	application	Impersonal	-a	*
fobią	Instrumental	Singular	Feminine	fobia	phobia	Impersonal	-a	*
populacją	Instrumental	Singular	Feminine	populacja	population	Impersonal	-a	*
ucztą	Instrumental	Singular	Feminine	uczta	feast	Impersonal	-a	*
magii	Dative	Singular	Feminine	magia	magic	Impersonal	-a	i-
strategii	Dative	Singular	Feminine	strategia	strategy	Impersonal	-a	i-
magii	Genitive	Singular	Feminine	magia	magic	Impersonal	-a	i-
strategii	Genitive	Singular	Feminine	strategia	strategy	Impersonal	-a	i-
magii	Locative	Singular	Feminine	magia	magic	Impersonal	-a	i-
strategii	Locative	Singular	Feminine	strategia	strategy	Impersonal	-a	i-
anarchii	Dative	Singular	Feminine	anarchia	anarchy		-a	i-
anomalii	Dative	Singular	Feminine	anomalia	anomaly	Impersonal	-a	i-
fobii	Dative	Singular	Feminine	fobia	phobia	Impersonal	-a	i-
anarchii	Genitive	Singular	Feminine	anarchia	anarchy		-a	i-
anomalii	Genitive	Singular	Feminine	anomalia	anomaly	Impersonal	-a	i-
fobii	Genitive	Singular	Feminine	fobia	phobia	Impersonal	-a	i-
anarchii	Locative	Singular	Feminine	anarchia	anarchy		-a	i-
anomalii	Locative	Singular	Feminine	anomalia	anomaly	Impersonal	-a	i-
fobii	Locative	Singular	Feminine	fobia	phobia	Impersonal	-a	i-
agresji	Dative	Singular	Feminine	agresja	aggression	Impersonal	-a	j-
inwazji	Dative	Singular	Feminine	inwazja	invasion	Impersonal	-a	j-
agresji	Genitive	Singular	Feminine	agresja	aggression	Impersonal	-a	j-
inwazji	Genitive	Singular	Feminine	inwazja	invasion	Impersonal	-a	j-
agresji	Locative	Singular	Feminine	agresja	aggression	Impersonal	-a	j-
inwazji	Locative	Singular	Feminine	inwazja	invasion	Impersonal	-a	j-
aplikacji	Dative	Singular	Feminine	aplikacja	application	Impersonal	-a	j-
populacji	Dative	Singular	Feminine	populacja	population	Impersonal	-a	j-
aplikacji	Genitive	Singular	Feminine	aplikacja	application	Impersonal	-a	j-
populacji	Genitive	Singular	Feminine	populacja	population	Impersonal	-a	j-
aplikacji	Locative	Singular	Feminine	aplikacja	application	Impersonal	-a	j-
populacji	Locative	Singular	Feminine	populacja	population	Impersonal	-a	j-
celi	Dative	Singular	Feminine	cela	cell	Impersonal	-a	l-
celi	Genitive	Singular	Feminine	cela	cell	Impersonal	-a	l-
celi	Locative	Singular	Feminine	cela	cell	Impersonal	-a	l-
zbrodni	Genitive	Singular	Feminine	zbrodnia	crime	Impersonal	-a	Ś-
ciecze	Accusative	Plural	Feminine	ciecz	liquid	Impersonal	-S	-S
cieczy	Genitive	Plural	Feminine	ciecz	liquid		-S	-S
cieczami	Instrumental	Plural	Feminine	ciecz	liquid		-S	-S
cieczach	Locative	Plural	Feminine	ciecz	liquid		-S	-S
ciecze	Nominative	Plural	Feminine	ciecz	liquid	Impersonal	-S	-S
prędkości	Accusative	Plural	Feminine	prędkość	speed	Impersonal	-ość	-Ś
prędkości	Genitive	Plural	Feminine	prędkość	speed	Personal	-ość	-Ś
spodnie	Nominative	Plural	Feminine	spodnie	trousers		-e	No singular
wartości	Accusative	Plural	Feminine	wartość	value	Impersonal	-ość	-Ś
wartości	Genitive	Plural	Feminine	wartość	value	Personal	-ość	-Ś
kąpiele	Nominative	Plural	Feminine	kąpiel	bath	Impersonal	-S	-S
objętości	Accusative	Plural	Feminine	objętość	volume	Impersonal	-ość	-Ś
płatności	Accusative	Plural	Feminine	płatność	payment	Impersonal	-ość	-Ś
objętości	Genitive	Plural	Feminine	objętość	volume	Personal	-ość	-Ś
płatności	Genitive	Plural	Feminine	płatność	payment	Personal	-ość	-Ś
myśli	Nominative	Plural	Feminine	myśl	thought	Impersonal	-S	Exception
miłości	Nominative	Plural	Feminine	miłość	love	Impersonal	-ość	-Ś
ciemności	Accusative	Plural	Feminine	ciemność	darkness	Impersonal	-ość	-Ś
ciemności	Genitive	Plural	Feminine	ciemność	darkness		-ość	-Ś
radości	Nominative	Plural	Feminine	radość	joy	Impersonal	-ość	-Ś
próby	Accusative	Plural	Feminine	próba	test	Impersonal	-a	*
próbom	Dative	Plural	Feminine	próba	test	Impersonal	-a	*
prób	Genitive	Plural	Feminine	próba	test	Impersonal	-a	*
próbami	Instrumental	Plural	Feminine	próba	test	Impersonal	-a	*
próbach	Locative	Plural	Feminine	próba	test	Impersonal	-a	*
elektryczności	Nominative	Plural	Feminine	elektryczność	electricity	Impersonal	-ość	-Ś
zmiany	Accusative	Plural	Feminine	zmiana	change	Impersonal	-a	*
zmianom	Dative	Plural	Feminine	zmiana	change	Impersonal	-a	*
zmian	Genitive	Plural	Feminine	zmiana	change	Impersonal	-a	*
zmianami	Instrumental	Plural	Feminine	zmiana	change	Impersonal	-a	*
zmianach	Locative	Plural	Feminine	zmiana	change	Impersonal	-a	*
głębokości	Nominative	Plural	Feminine	głębokość	depth	Impersonal	-ość	-Ś
gwiazdy	Accusative	Plural	Feminine	gwiazda	star	Impersonal	-a	*
gwiazdom	Dative	Plural	Feminine	gwiazda	star		-a	*
gwiazd	Genitive	Plural	Feminine	gwiazda	star	Impersonal	-a	*
gwiazdami	Instrumental	Plural	Feminine	gwiazda	star		-a	*
gwiazdach	Locative	Plural	Feminine	gwiazda	star		-a	*
kości	Nominative	Plural	Feminine	kość	bone	Impersonal	-ość	-Ś
cieczom	Dative	Plural	Feminine	ciecz	liquid		-S	*
agresjom	Dative	Plural	Feminine	agresja	aggression	Impersonal	-a	*
celom	Dative	Plural	Feminine	cela	cell	Impersonal	-a	*
inwazjom	Dative	Plural	Feminine	inwazja	invasion	Impersonal	-a	*
magiom	Dative	Plural	Feminine	magia	magic	Impersonal	-a	*
strategiom	Dative	Plural	Feminine	strategia	strategy	Impersonal	-a	*
zbrodniom	Dative	Plural	Feminine	zbrodnia	crime	Impersonal	-a	*
cel	Genitive	Plural	Feminine	cela	cell	Impersonal	-a	*
agresjami	Instrumental	Plural	Feminine	agresja	aggression	Impersonal	-a	*
celami	Instrumental	Plural	Feminine	cela	cell	Impersonal	-a	*
inwazjami	Instrumental	Plural	Feminine	inwazja	invasion	Impersonal	-a	*
magiami	Instrumental	Plural	Feminine	magia	magic	Impersonal	-a	*
strategiami	Instrumental	Plural	Feminine	strategia	strategy	Impersonal	-a	*
zbrodniami	Instrumental	Plural	Feminine	zbrodnia	crime	Impersonal	-a	*
agresjach	Locative	Plural	Feminine	agresja	aggression	Impersonal	-a	*
celach	Locative	Plural	Feminine	cela	cell	Impersonal	-a	*
inwazjach	Locative	Plural	Feminine	inwazja	invasion	Impersonal	-a	*
magiach	Locative	Plural	Feminine	magia	magic	Impersonal	-a	*
strategiach	Locative	Plural	Feminine	strategia	strategy	Impersonal	-a	*
zbrodniach	Locative	Plural	Feminine	zbrodnia	crime	Impersonal	-a	*
uczty	Accusative	Plural	Feminine	uczta	feast	Impersonal	-a	*
anomaliom	Dative	Plural	Feminine	anomalia	anomaly	Impersonal	-a	*
aplikacjom	Dative	Plural	Feminine	aplikacja	application	Impersonal	-a	*
fobiom	Dative	Plural	Feminine	fobia	phobia	Impersonal	-a	*
populacjom	Dative	Plural	Feminine	populacja	population	Impersonal	-a	*
ucztom	Dative	Plural	Feminine	uczta	feast	Impersonal	-a	*
uczt	Genitive	Plural	Feminine	uczta	feast	Impersonal	-a	*
anomaliami	Instrumental	Plural	Feminine	anomalia	anomaly	Impersonal	-a	*
aplikacjami	Instrumental	Plural	Feminine	aplikacja	application	Impersonal	-a	*
fobiami	Instrumental	Plural	Feminine	fobia	phobia	Impersonal	-a	*
populacjami	Instrumental	Plural	Feminine	populacja	population	Impersonal	-a	*
ucztami	Instrumental	Plural	Feminine	uczta	feast	Impersonal	-a	*
anomaliach	Locative	Plural	Feminine	anomalia	anomaly	Impersonal	-a	*
aplikacjach	Locative	Plural	Feminine	aplikacja	application	Impersonal	-a	*
fobiach	Locative	Plural	Feminine	fobia	phobia	Impersonal	-a	*
populacjach	Locative	Plural	Feminine	populacja	population	Impersonal	-a	*
ucztach	Locative	Plural	Feminine	uczta	feast	Impersonal	-a	*
szerokości	Nominative	Plural	Feminine	szerokość	width	Impersonal	-ość	-Ś
magie	Accusative	Plural	Feminine	magia	magic	Impersonal	-a	i-
